station_id,operator,is_abc,lat,lon,country,city,n_chargers,max_power_kw,bay_bearing_deg
CMP0078,Corvus Grid,False,52.17343,20.97932,PL,Warsaw,6,150,162
ABC0025,ABC Corp,True,44.46786,11.51492,IT,Bologna,2,150,280
CMP0079,Solace Charge,False,41.37634,2.22535,DE,Munich,2,50,192
CMP0080,Helio Charge,False,41.15523,-8.64619,PT,Porto,4,350,201
CMP0081,Kestrel Power,False,50.082,8.72684,DE,Frankfurt,6,50,220
CMP0082,Northwind EV,False,48.09051,11.63919,DE,Munich,4,350,84
CMP0083,Corvus Grid,False,59.89748,10.63245,NO,Oslo,4,150,236
CMP0084,Solace Charge,False,40.41491,-3.70138,DE,Dusseldorf,8,150,346
CMP0085,Helio Charge,False,55.66372,13.04136,SE,Gothenburg,2,150,32
CMP0086,Kestrel Power,False,39.421,-0.44299,DE,Berlin,2,150,245
CMP0087,Northwind EV,False,60.21749,24.95161,FI,Helsinki,2,150,149
ABC0026,ABC Corp,True,48.77417,2.4795,FR,Paris,12,50,121
CMP0088,Corvus Grid,False,48.77599,9.12747,DE,Stuttgart,2,150,53
CMP0089,Solace Charge,False,51.18437,4.40962,BE,Antwerp,2,50,307
ABC0027,ABC Corp,True,52.46733,13.35893,DE,Berlin,4,50,157
CMP0090,Helio Charge,False,52.08306,5.0727,ES,Barcelona,6,50,136
ABC0028,ABC Corp,True,47.34897,8.38634,CH,Zurich,2,150,349
ABC0029,ABC Corp,True,48.93736,2.2973,FR,Paris,8,50,339
ABC0030,ABC Corp,True,45.72197,4.79482,FR,Lyon,2,150,34
CMP0091,Kestrel Power,False,48.84071,2.44285,NL,Utrecht,6,50,106
CMP0092,Northwind EV,False,59.90165,10.81739,NO,Oslo,2,50,106
CMP0093,Corvus Grid,False,50.89686,7.07963,DE,Cologne,8,350,354
CMP0094,Solace Charge,False,52.39927,4.76516,NL,Amsterdam,2,50,9
CMP0095,Helio Charge,False,41.89445,12.55075,IT,Rome,6,150,22
ABC0031,ABC Corp,True,45.49671,9.16746,IT,Milan,8,50,302
CMP0096,Kestrel Power,False,40.41425,-3.75092,ES,Madrid,2,50,264
CMP0097,Northwind EV,False,48.85439,2.31178,DE,Munich,2,50,151
CMP0098,Corvus Grid,False,43.66608,1.36466,PL,Krakow,4,150,104
ABC0032,ABC Corp,True,38.7251,-9.28278,PT,Lisbon,4,50,0
CMP0099,Solace Charge,False,50.02183,14.49456,DE,Munich,4,150,152
ABC0033,ABC Corp,True,48.15935,16.25266,AT,Vienna,6,350,198
ABC0034,ABC Corp,True,44.42468,26.05352,RO,Bucharest,4,150,229
CMP0100,Helio Charge,False,55.58329,12.60382,DK,Copenhagen,4,50,122
CMP0101,Kestrel Power,False,45.85011,16.00603,HR,Zagreb,4,50,16
CMP0102,Northwind EV,False,45.49609,9.23836,NO,Oslo,4,50,93
CMP0103,Corvus Grid,False,45.39965,9.24032,PL,Warsaw,4,50,80
CMP0104,Solace Charge,False,37.38591,-6.08852,ES,Seville,2,350,347
ABC0035,ABC Corp,True,48.83539,9.12106,DE,Stuttgart,2,50,37
CMP0105,Helio Charge,False,48.85417,2.31748,PT,Lisbon,2,150,294
CMP0106,Kestrel Power,False,50.79166,4.24773,BE,Brussels,2,150,266
ABC0036,ABC Corp,True,39.42984,-0.3459,ES,Valencia,6,50,169
CMP0107,Northwind EV,False,41.32652,2.12225,ES,Barcelona,2,50,79
CMP0108,Corvus Grid,False,55.62545,12.81513,SE,Malmo,2,150,35
CMP0109,Solace Charge,False,50.8715,4.29496,FR,Paris,4,150,179
CMP0110,Helio Charge,False,50.81141,4.34219,BE,Brussels,4,50,281
CMP0111,Kestrel Power,False,41.89162,12.41525,NO,Oslo,2,350,118
CMP0112,Northwind EV,False,44.38608,26.11048,RO,Bucharest,4,50,281
CMP0113,Corvus Grid,False,52.39093,4.95986,NL,Amsterdam,4,50,85
CMP0114,Solace Charge,False,53.57826,10.00258,BE,Antwerp,6,50,107
ABC0037,ABC Corp,True,50.04557,8.786,DE,Frankfurt,12,150,336
ABC0038,ABC Corp,True,50.83857,6.99665,DE,Cologne,8,50,210
CMP0115,Helio Charge,False,45.86432,4.86599,FR,Lyon,4,50,182
ABC0039,ABC Corp,True,37.96654,23.75553,GR,Athens,4,150,201
CMP0116,Kestrel Power,False,48.14825,11.46436,DE,Munich,4,150,234
CMP0117,Northwind EV,False,41.38573,2.15677,ES,Barcelona,2,150,204
CMP0118,Corvus Grid,False,52.4473,13.50873,IT,Rome,12,150,253
CMP0119,Solace Charge,False,48.85928,2.3692,FR,Paris,2,150,84
ABC0040,ABC Corp,True,42.00565,12.39801,IT,Rome,2,50,295
CMP0120,Helio Charge,False,47.44525,19.06292,SE,Gothenburg,6,150,3
CMP0121,Kestrel Power,False,44.98635,7.69487,IT,Turin,4,50,94
CMP0122,Northwind EV,False,52.46546,13.2977,DE,Berlin,2,50,112
CMP0123,Corvus Grid,False,40.41485,-3.7078,IE,Dublin,12,50,28
CMP0124,Solace Charge,False,59.36956,18.03888,SE,Stockholm,4,50,292
CMP0125,Helio Charge,False,45.49439,9.16771,PT,Porto,4,50,168
CMP0126,Kestrel Power,False,43.55289,1.39073,FR,Toulouse,2,150,258
CMP0127,Northwind EV,False,53.47616,10.00206,DE,Hamburg,8,150,61
CMP0128,Corvus Grid,False,37.96468,23.68365,GR,Athens,2,50,357
CMP0129,Solace Charge,False,44.46706,11.51262,SE,Stockholm,4,50,7
CMP0130,Helio Charge,False,45.61203,4.77972,FR,Lyon,8,50,231
CMP0131,Kestrel Power,False,45.79238,4.83273,FR,Lyon,12,150,331
CMP0132,Northwind EV,False,40.35882,-3.6345,ES,Madrid,8,150,314
CMP0133,Corvus Grid,False,45.78012,4.87696,FR,Paris,8,350,225
CMP0134,Solace Charge,False,37.96471,23.75203,ES,Barcelona,2,50,352
CMP0135,Helio Charge,False,52.31314,4.82124,DE,Dusseldorf,2,350,149
ABC0041,ABC Corp,True,47.29571,8.47485,CH,Zurich,4,350,127
CMP0136,Kestrel Power,False,50.88483,7.02738,DE,Cologne,2,50,49
CMP0137,Northwind EV,False,45.4899,9.17539,DE,Berlin,12,150,250
CMP0138,Corvus Grid,False,53.54035,10.09922,SE,Gothenburg,2,150,274
CMP0139,Solace Charge,False,52.06905,5.1188,NL,Utrecht,4,150,21
ABC0042,ABC Corp,True,39.423,-0.44463,ES,Valencia,2,50,191
CMP0140,Helio Charge,False,44.46819,11.51319,PL,Warsaw,2,150,223
CMP0141,Kestrel Power,False,57.68768,11.92661,SE,Gothenburg,4,350,62
ABC0043,ABC Corp,True,48.85493,2.18013,FR,Paris,2,50,183
CMP0142,Northwind EV,False,48.85207,2.23379,FR,Paris,8,150,353
ABC0044,ABC Corp,True,48.85154,2.31836,FR,Paris,6,50,286
ABC0045,ABC Corp,True,52.30714,4.91718,NL,Amsterdam,4,150,342
CMP0143,Corvus Grid,False,50.83854,6.99466,NL,Amsterdam,8,150,190
CMP0144,Solace Charge,False,51.92294,4.37625,ES,Madrid,6,50,333
CMP0145,Helio Charge,False,38.79186,-9.17134,PT,Lisbon,4,150,347
CMP0146,Kestrel Power,False,48.95721,2.41761,FR,Paris,8,150,297
ABC0046,ABC Corp,True,41.15052,-8.58931,PT,Porto,8,50,158
ABC0047,ABC Corp,True,40.3755,-3.70937,ES,Madrid,6,150,191
CMP0147,Northwind EV,False,50.1074,8.60752,DE,Frankfurt,4,150,166
CMP0148,Corvus Grid,False,48.82385,2.40391,FR,Paris,8,50,108
CMP0149,Solace Charge,False,53.51108,9.94118,DE,Hamburg,12,150,204
CMP0150,Helio Charge,False,52.4452,13.50832,FI,Helsinki,4,350,234
CMP0151,Kestrel Power,False,48.9366,2.29819,CZ,Prague,2,150,300
