station_id,operator,is_abc,lat,lon,country,city,n_chargers,max_power_kw,bay_bearing_deg
CMP0078,Corvus Grid,False,52.17343,20.97932,PL,Warsaw,6,150,162
ABC0025,ABC Corp,True,44.46786,11.51492,IT,Bologna,2,150,280
CMP0079,Solace Charge,False,41.37634,2.22535,DE,Munich,2,50,192
CMP0080,Helio Charge,False,41.15523,-8.64619,PT,Porto,4,350,201
CMP0081,Kestrel Power,False,50.082,8.72684,DE,Frankfurt,6,50,220
CMP0082,Northwind EV,False,48.09051,11.63919,DE,Munich,4,350,84
CMP0083,Corvus Grid,False,59.89748,10.63245,NO,Oslo,4,150,236
CMP0084,Solace Charge,False,40.41491,-3.70138,DE,Dusseldorf,8,150,346
CMP0085,Helio Charge,False,55.66372,13.04136,SE,Gothenburg,2,150,32
CMP0086,Kestrel Power,False,39.421,-0.44299,DE,Berlin,2,150,245
CMP0087,Northwind EV,False,60.21749,24.95161,FI,Helsinki,2,150,149
ABC0026,ABC Corp,True,48.77417,2.4795,FR,Paris,12,50,121
CMP0088,Corvus Grid,False,48.77599,9.12747,DE,Stuttgart,2,150,53
CMP0089,Solace Charge,False,51.18437,4.40962,BE,Antwerp,2,50,307
ABC0027,ABC Corp,True,52.46733,13.35893,DE,Berlin,4,50,157
CMP0090,Helio Charge,False,52.08306,5.0727,ES,Barcelona,6,50,136
ABC0028,ABC Corp,True,47.34897,8.38634,CH,Zurich,2,150,349
ABC0029,ABC Corp,True,48.93736,2.2973,FR,Paris,8,50,339
ABC0030,ABC Corp,True,45.72197,4.79482,FR,Lyon,2,150,34
CMP0091,Kestrel Power,False,48.84071,2.44285,NL,Utrecht,6,50,106
CMP0092,Northwind EV,False,59.90165,10.81739,NO,Oslo,2,50,106
CMP0093,Corvus Grid,False,50.89686,7.07963,DE,Cologne,8,350,354
CMP0094,Solace Charge,False,52.39927,4.76516,NL,Amsterdam,2,50,9
CMP0095,Helio Charge,False,41.89445,12.55075,IT,Rome,6,150,22
ABC0031,ABC Corp,True,45.49671,9.16746,IT,Milan,8,50,302
CMP0096,Kestrel Power,False,40.41425,-3.75092,ES,Madrid,2,50,264
CMP0097,Northwind EV,False,48.85439,2.31178,DE,Munich,2,50,151
CMP0098,Corvus Grid,False,43.66608,1.36466,PL,Krakow,4,150,104
ABC0032,ABC Corp,True,38.7251,-9.28278,PT,Lisbon,4,50,0
CMP0099,Solace Charge,False,50.02183,14.49456,DE,Munich,4,150,152
ABC0033,ABC Corp,True,48.15935,16.25266,AT,Vienna,6,350,198
ABC0034,ABC Corp,True,44.42468,26.05352,RO,Bucharest,4,150,229
CMP0100,Helio Charge,False,55.58329,12.60382,DK,Copenhagen,4,50,122
CMP0101,Kestrel Power,False,45.85011,16.00603,HR,Zagreb,4,50,16
CMP0102,Northwind EV,False,45.49609,9.23836,NO,Oslo,4,50,93
CMP0103,Corvus Grid,False,45.39965,9.24032,PL,Warsaw,4,50,80
CMP0104,Solace Charge,False,37.38591,-6.08852,ES,Seville,2,350,347
ABC0035,ABC Corp,True,48.83539,9.12106,DE,Stuttgart,2,50,37
CMP0105,Helio Charge,False,48.85417,2.31748,PT,Lisbon,2,150,294
CMP0106,Kestrel Power,False,50.79166,4.24773,BE,Brussels,2,150,266
ABC0036,ABC Corp,True,39.42984,-0.3459,ES,Valencia,6,50,169
CMP0107,Northwind EV,False,41.32652,2.12225,ES,Barcelona,2,50,79
CMP0108,Corvus Grid,False,55.62545,12.81513,SE,Malmo,2,150,35
CMP0109,Solace Charge,False,50.8715,4.29496,FR,Paris,4,150,179
CMP0110,Helio Charge,False,50.81141,4.34219,BE,Brussels,4,50,281
CMP0111,Kestrel Power,False,41.89162,12.41525,NO,Oslo,2,350,118
CMP0112,Northwind EV,False,44.38608,26.11048,RO,Bucharest,4,50,281
CMP0113,Corvus Grid,False,52.39093,4.95986,NL,Amsterdam,4,50,85
CMP0114,Solace Charge,False,53.57826,10.00258,BE,Antwerp,6,50,107
ABC0037,ABC Corp,True,50.04557,8.786,DE,Frankfurt,12,150,336
ABC0038,ABC Corp,True,50.83857,6.99665,DE,Cologne,8,50,210
CMP0115,Helio Charge,False,45.86432,4.86599,FR,Lyon,4,50,182
ABC0039,ABC Corp,True,37.96654,23.75553,GR,Athens,4,150,201
CMP0116,Kestrel Power,False,48.14825,11.46436,DE,Munich,4,150,234
CMP0117,Northwind EV,False,41.38573,2.15677,ES,Barcelona,2,150,204
CMP0118,Corvus Grid,False,52.4473,13.50873,IT,Rome,12,150,253
CMP0119,Solace Charge,False,48.85928,2.3692,FR,Paris,2,150,84
ABC0040,ABC Corp,True,42.00565,12.39801,IT,Rome,2,50,295
CMP0120,Helio Charge,False,47.44525,19.06292,SE,Gothenburg,6,150,3
CMP0121,Kestrel Power,False,44.98635,7.69487,IT,Turin,4,50,94
CMP0122,Northwind EV,False,52.46546,13.2977,DE,Berlin,2,50,112
CMP0123,Corvus Grid,False,40.41485,-3.7078,IE,Dublin,12,50,28
CMP0124,Solace Charge,False,59.36956,18.03888,SE,Stockholm,4,50,292
CMP0125,Helio Charge,False,45.49439,9.16771,PT,Porto,4,50,168
CMP0126,Kestrel Power,False,43.55289,1.39073,FR,Toulouse,2,150,258
CMP0127,Northwind EV,False,53.47616,10.00206,DE,Hamburg,8,150,61
CMP0128,Corvus Grid,False,37.96468,23.68365,GR,Athens,2,50,357
CMP0129,Solace Charge,False,44.46706,11.51262,SE,Stockholm,4,50,7
CMP0130,Helio Charge,False,45.61203,4.77972,FR,Lyon,8,50,231
CMP0131,Kestrel Power,False,45.79238,4.83273,FR,Lyon,12,150,331
CMP0132,Northwind EV,False,40.35882,-3.6345,ES,Madrid,8,150,314
CMP0133,Corvus Grid,False,45.78012,4.87696,FR,Paris,8,350,225
CMP0134,Solace Charge,False,37.96471,23.75203,ES,Barcelona,2,50,352
CMP0135,Helio Charge,False,52.31314,4.82124,DE,Dusseldorf,2,350,149
ABC0041,ABC Corp,True,47.29571,8.47485,CH,Zurich,4,350,127
CMP0136,Kestrel Power,False,50.88483,7.02738,DE,Cologne,2,50,49
CMP0137,Northwind EV,False,45.4899,9.17539,DE,Berlin,12,150,250
CMP0138,Corvus Grid,False,53.54035,10.09922,SE,Gothenburg,2,150,274
CMP0139,Solace Charge,False,52.06905,5.1188,NL,Utrecht,4,150,21
ABC0042,ABC Corp,True,39.423,-0.44463,ES,Valencia,2,50,191
CMP0140,Helio Charge,False,44.46819,11.51319,PL,Warsaw,2,150,223
CMP0141,Kestrel Power,False,57.68768,11.92661,SE,Gothenburg,4,350,62
ABC0043,ABC Corp,True,48.85493,2.18013,FR,Paris,2,50,183
CMP0142,Northwind EV,False,48.85207,2.23379,FR,Paris,8,150,353
ABC0044,ABC Corp,True,48.85154,2.31836,FR,Paris,6,50,286
ABC0045,ABC Corp,True,52.30714,4.91718,NL,Amsterdam,4,150,342
CMP0143,Corvus Grid,False,50.83854,6.99466,NL,Amsterdam,8,150,190
CMP0144,Solace Charge,False,51.92294,4.37625,ES,Madrid,6,50,333
CMP0145,Helio Charge,False,38.79186,-9.17134,PT,Lisbon,4,150,347
CMP0146,Kestrel Power,False,48.95721,2.41761,FR,Paris,8,150,297
ABC0046,ABC Corp,True,41.15052,-8.58931,PT,Porto,8,50,158
ABC0047,ABC Corp,True,40.3755,-3.70937,ES,Madrid,6,150,191
CMP0147,Northwind EV,False,50.1074,8.60752,DE,Frankfurt,4,150,166
CMP0148,Corvus Grid,False,48.82385,2.40391,FR,Paris,8,50,108
CMP0149,Solace Charge,False,53.51108,9.94118,DE,Hamburg,12,150,204
CMP0150,Helio Charge,False,52.4452,13.50832,FI,Helsinki,4,350,234
CMP0151,Kestrel Power,False,48.9366,2.29819,CZ,Prague,2,150,300
CMP0152,Northwind EV,False,51.25207,4.52714,BE,Antwerp,8,150,54
ABC0048,ABC Corp,True,43.5991,1.46059,FR,Toulouse,6,50,184
CMP0153,Corvus Grid,False,53.36328,-6.15563,IE,Dublin,2,50,222
ABC0049,ABC Corp,True,40.40694,-3.73773,ES,Madrid,4,350,220
CMP0154,Solace Charge,False,38.6831,-9.07449,PT,Lisbon,4,150,23
CMP0155,Helio Charge,False,45.49543,9.14022,FR,Paris,8,150,264
CMP0156,Kestrel Power,False,52.44524,13.51495,NL,Utrecht,4,150,4
ABC0050,ABC Corp,True,37.95422,23.89752,GR,Athens,2,150,231
CMP0157,Northwind EV,False,41.14903,-8.58884,IT,Naples,2,150,257
ABC0051,ABC Corp,True,48.85636,2.31114,FR,Paris,4,150,108
CMP0158,Corvus Grid,False,48.06167,11.57515,DE,Munich,12,50,123
CMP0159,Solace Charge,False,53.55472,10.0233,DE,Hamburg,2,150,101
ABC0052,ABC Corp,True,52.44762,13.51222,DE,Berlin,4,150,251
CMP0160,Helio Charge,False,45.73077,4.79791,FR,Lyon,12,150,76
CMP0161,Kestrel Power,False,52.07483,4.96864,NL,Utrecht,2,50,280
CMP0162,Northwind EV,False,53.43925,9.96833,DE,Hamburg,2,50,106
CMP0163,Corvus Grid,False,40.4159,-3.70909,IT,Naples,8,50,300
CMP0164,Solace Charge,False,52.09884,5.13101,NL,Utrecht,2,50,346
CMP0165,Helio Charge,False,52.51148,13.52163,DE,Berlin,8,350,221
ABC0053,ABC Corp,True,51.20483,6.80076,DE,Dusseldorf,8,150,6
CMP0166,Kestrel Power,False,39.44976,-0.31954,ES,Valencia,2,150,304
CMP0167,Northwind EV,False,52.44582,13.5119,IT,Rome,4,50,272
ABC0054,ABC Corp,True,38.70776,-9.07934,PT,Lisbon,4,50,237
CMP0168,Corvus Grid,False,51.20607,6.8037,FR,Marseille,6,150,324
CMP0169,Solace Charge,False,52.5087,13.32067,IE,Dublin,4,350,333
CMP0170,Helio Charge,False,52.4551,13.42746,DE,Berlin,4,150,161
CMP0171,Kestrel Power,False,43.6174,1.45566,FR,Toulouse,2,150,322
CMP0172,Northwind EV,False,48.15821,16.25258,FR,Lyon,2,50,186
CMP0173,Corvus Grid,False,59.34902,18.19955,CH,Zurich,2,50,15
CMP0174,Solace Charge,False,52.06703,5.11165,NL,Utrecht,8,150,185
ABC0055,ABC Corp,True,53.58087,10.03545,DE,Hamburg,8,150,96
CMP0175,Helio Charge,False,50.84778,7.02393,DE,Cologne,4,50,264
CMP0176,Kestrel Power,False,40.87662,14.23694,IT,Naples,6,50,139
CMP0177,Northwind EV,False,37.4022,-5.96365,ES,Seville,4,150,264
CMP0178,Corvus Grid,False,50.0634,14.49958,ES,Madrid,2,50,90
CMP0179,Solace Charge,False,41.28139,-8.66566,FR,Paris,4,150,303
CMP0180,Helio Charge,False,48.74209,9.30019,FR,Marseille,12,50,63
ABC0056,ABC Corp,True,41.88882,12.41373,IT,Rome,4,150,73
CMP0181,Kestrel Power,False,47.53224,19.03852,HU,Budapest,4,50,314
CMP0182,Northwind EV,False,50.08791,20.01865,PL,Krakow,12,150,264
CMP0183,Corvus Grid,False,45.47534,9.11569,IT,Milan,2,350,9
CMP0184,Solace Charge,False,52.28598,4.88282,NL,Amsterdam,8,150,161
CMP0185,Helio Charge,False,48.83686,9.12275,DK,Copenhagen,2,150,65
ABC0057,ABC Corp,True,43.66773,1.36457,FR,Toulouse,6,50,318
CMP0186,Kestrel Power,False,52.57442,13.42118,DE,Berlin,8,150,273
CMP0187,Northwind EV,False,45.47681,9.10853,IT,Milan,8,50,276
CMP0188,Corvus Grid,False,52.43604,13.5055,DE,Berlin,12,350,80
ABC0058,ABC Corp,True,43.6555,1.61635,FR,Toulouse,6,350,260
CMP0189,Solace Charge,False,46.19646,6.30069,CH,Geneva,12,150,93
CMP0190,Helio Charge,False,45.3277,9.17316,IT,Milan,2,150,218
CMP0191,Kestrel Power,False,45.49009,9.17233,IT,Milan,4,150,348
ABC0059,ABC Corp,True,49.99507,14.44796,CZ,Prague,2,150,286
CMP0192,Northwind EV,False,55.65972,13.0416,IT,Rome,2,50,274
CMP0193,Corvus Grid,False,41.37614,2.22301,NL,Amsterdam,4,350,56
CMP0194,Solace Charge,False,45.77963,4.87853,DE,Munich,6,150,161
CMP0195,Helio Charge,False,55.65611,12.66917,DK,Copenhagen,6,50,205
CMP0196,Kestrel Power,False,48.87121,2.34819,FR,Paris,2,50,49
CMP0197,Northwind EV,False,48.87001,9.2981,DE,Stuttgart,12,150,227
CMP0198,Corvus Grid,False,38.80822,-9.12637,PT,Lisbon,2,150,96
CMP0199,Solace Charge,False,53.54553,9.93267,DE,Hamburg,2,50,357
CMP0200,Helio Charge,False,48.84358,2.3749,FR,Paris,8,350,353
CMP0201,Kestrel Power,False,43.6662,1.36463,DE,Dusseldorf,8,50,188
CMP0202,Northwind EV,False,37.96658,23.75995,DE,Berlin,6,350,284
ABC0060,ABC Corp,True,52.54293,13.44823,DE,Berlin,4,150,344
ABC0061,ABC Corp,True,52.54133,13.35879,DE,Berlin,4,150,25
CMP0203,Corvus Grid,False,48.86254,2.17739,FR,Paris,8,50,70
CMP0204,Solace Charge,False,57.76252,12.06541,SE,Gothenburg,4,50,254
CMP0205,Helio Charge,False,48.16657,16.43035,AT,Vienna,8,50,68
ABC0062,ABC Corp,True,53.54808,10.00714,DE,Hamburg,6,150,135
CMP0206,Kestrel Power,False,41.82336,12.5863,CH,Geneva,4,150,320
CMP0207,Northwind EV,False,41.27973,-8.66694,FR,Lyon,8,350,259
CMP0208,Corvus Grid,False,48.15666,16.2532,ES,Madrid,4,50,162
ABC0063,ABC Corp,True,50.8717,4.29138,BE,Brussels,6,350,106
CMP0209,Solace Charge,False,39.45322,-0.38946,ES,Valencia,6,50,150
ABC0064,ABC Corp,True,45.48372,9.28138,IT,Milan,4,350,46
CMP0210,Helio Charge,False,50.88346,6.84166,DE,Cologne,4,350,304
CMP0211,Kestrel Power,False,48.95684,2.41194,DE,Berlin,6,50,7
CMP0212,Northwind EV,False,50.9688,6.90562,DE,Cologne,4,350,46
ABC0065,ABC Corp,True,51.92143,4.3815,NL,Rotterdam,2,150,106
CMP0213,Corvus Grid,False,47.39352,8.64199,CH,Zurich,12,150,142
CMP0214,Solace Charge,False,43.6187,7.25478,FR,Nice,12,150,309
CMP0215,Helio Charge,False,45.40123,9.24318,IT,Milan,2,150,268
CMP0216,Kestrel Power,False,48.82427,2.32281,FR,Paris,12,150,320
CMP0217,Northwind EV,False,59.86732,10.8523,NO,Oslo,4,50,247
CMP0218,Corvus Grid,False,43.32362,5.37147,DE,Stuttgart,2,350,245
CMP0219,Solace Charge,False,47.3493,8.38759,ES,Madrid,8,350,77
CMP0220,Helio Charge,False,40.40441,-3.74104,AT,Vienna,4,50,269
CMP0221,Kestrel Power,False,52.08196,5.08192,CZ,Prague,6,150,154
ABC0066,ABC Corp,True,48.74341,9.13018,DE,Stuttgart,8,50,70
CMP0222,Northwind EV,False,37.3883,-5.96042,ES,Seville,4,50,303
CMP0223,Corvus Grid,False,43.32399,5.37189,DE,Berlin,2,50,127
ABC0067,ABC Corp,True,40.26802,-3.74175,ES,Madrid,8,150,349
ABC0068,ABC Corp,True,52.08399,5.07823,NL,Utrecht,6,50,323
ABC0069,ABC Corp,True,43.32578,5.37476,FR,Marseille,8,50,295
CMP0224,Solace Charge,False,50.97427,6.96285,DE,Cologne,2,50,355
CMP0225,Helio Charge,False,38.72721,-9.28337,FR,Lille,6,50,102
CMP0226,Kestrel Power,False,60.23108,24.89225,FI,Helsinki,8,150,159
CMP0227,Northwind EV,False,45.08715,7.77187,IT,Turin,4,50,70
ABC0070,ABC Corp,True,51.94068,4.49639,NL,Rotterdam,4,150,279
CMP0228,Corvus Grid,False,55.55698,12.99733,ES,Barcelona,4,150,142
CMP0229,Solace Charge,False,52.42507,13.24682,FR,Marseille,2,50,336
CMP0230,Helio Charge,False,37.95539,23.89772,ES,Madrid,2,50,56
CMP0231,Kestrel Power,False,48.82465,9.36863,DE,Stuttgart,4,350,358
CMP0232,Northwind EV,False,48.8813,9.1154,DE,Stuttgart,2,350,68
CMP0233,Corvus Grid,False,50.92892,7.02944,DE,Cologne,6,350,106
ABC0071,ABC Corp,True,55.67349,12.53789,DK,Copenhagen,4,50,345
ABC0072,ABC Corp,True,45.4749,9.33262,IT,Milan,4,150,235
CMP0234,Solace Charge,False,51.91999,4.38086,ES,Barcelona,2,150,168
CMP0235,Helio Charge,False,48.85497,2.19211,FR,Paris,4,50,140
ABC0073,ABC Corp,True,45.1495,7.61296,IT,Turin,6,150,101
ABC0074,ABC Corp,True,50.0234,14.49359,CZ,Prague,4,350,167
ABC0075,ABC Corp,True,41.37737,2.22534,ES,Barcelona,4,350,78
ABC0076,ABC Corp,True,50.06482,14.49966,CZ,Prague,4,50,166
CMP0236,Kestrel Power,False,50.97989,6.95424,DE,Cologne,4,50,204
CMP0237,Northwind EV,False,52.08528,5.07643,IT,Milan,8,350,100
CMP0238,Corvus Grid,False,46.12304,6.19406,CH,Geneva,2,350,128
ABC0077,ABC Corp,True,55.55568,12.99637,SE,Malmo,4,150,6
CMP0239,Solace Charge,False,41.40556,2.2424,ES,Barcelona,6,50,319
CMP0240,Helio Charge,False,52.4845,13.20486,DE,Berlin,2,150,275
CMP0241,Kestrel Power,False,51.14564,6.82805,DE,Dusseldorf,12,150,355
CMP0242,Northwind EV,False,50.68517,2.96944,FR,Lille,4,150,250
CMP0243,Corvus Grid,False,52.54662,13.48992,DE,Berlin,2,50,359
CMP0244,Solace Charge,False,50.96408,6.94074,DE,Cologne,6,50,302
CMP0245,Helio Charge,False,53.57415,10.00067,CH,Zurich,8,50,66
ABC0078,ABC Corp,True,55.66046,13.03948,SE,Malmo,6,50,55
ABC0079,ABC Corp,True,52.50707,13.32428,DE,Berlin,8,50,236
CMP0246,Kestrel Power,False,48.9157,2.27743,FR,Paris,2,350,85
CMP0247,Northwind EV,False,48.09946,16.98109,SK,Bratislava,4,50,268
CMP0248,Corvus Grid,False,48.85334,2.18231,DE,Berlin,6,150,214
CMP0249,Solace Charge,False,40.42783,-3.66863,ES,Madrid,8,150,353
